Tset	Date	Twet	Load	Hour(s)	 TimeStamp(s)
15.11	4/18/2011 10:00	11.7	1484.1	36000	1303120800
16.11	4/18/2011 11:00	12.4	1484.1	39600	1303124400
16.11	4/18/2011 12:00	13.2	1469.55	43200	1303128000
16.11	4/18/2011 13:00	13.1	1484.1	46800	1303131600
17.11	4/18/2011 14:00	14.3	1469.55	50400	1303135200
17.11	4/18/2011 15:00	14.3	1716.9	54000	1303138800
17.11	4/18/2011 16:00	14.7	1804.2	57600	1303142400
17.11	4/18/2011 17:00	14.5	1833.3	61200	1303146000
15.11	4/18/2011 18:00	13.4	58.2	64800	1303149600
16.11	4/18/2011 19:00	12.7	1440.45	68400	1303153200
15.11	4/18/2011 20:00	12.2	1207.65	72000	1303156800
15.11	4/18/2011 21:00	11.5	1294.95	75600	1303160400
15.11	4/18/2011 22:00	11	1280.4	79200	1303164000
15.11	4/18/2011 23:00	11	1338.6	82800	1303167600
15.11	4/19/2011 0:00	11.2	1338.6	0	1303171200
15.11	4/19/2011 1:00	11.2	1207.65	3600	1303174800
15.11	4/19/2011 2:00	11.2	1309.5	7200	1303178400
15.11	4/19/2011 3:00	10.7	1484.1	10800	1303182000
15.11	4/19/2011 4:00	10.4	58.2	14400	1303185600
15.11	4/19/2011 5:00	11	1469.55	18000	1303189200
15.11	4/19/2011 6:00	11.7	1469.55	21600	1303192800
15.11	4/19/2011 7:00	11.9	1469.55	25200	1303196400
16.11	4/19/2011 8:00	12.5	1484.1	28800	1303200000
16.11	4/19/2011 9:00	13.3	407.4	32400	1303203600
16.11	4/19/2011 10:00	13.6	494.7	36000	1303207200
16.11	4/19/2011 11:00	13.5	601.4	39600	1303210800
16.11	4/19/2011 12:00	13	659.6	43200	1303214400
16.11	4/19/2011 13:00	13.4	659.6	46800	1303218000
16.11	4/19/2011 14:00	13.1	679	50400	1303221600
